###,p,4,6,1,3,5,7,2,#4,6,#1,3,#5,b7,b9,11,b13,1,b3,5,b7
125,125,0.55,0.872,0.135,0.457,0.72,0.042,0.305,0.627,0.89,0.212,0.475,0.797,0.06,0.382,0.645,0.967,0.23,0.552,0.815,0.137
126,126,0.872,0.135,0.457,0.72,0.042,0.305,0.627,0.89,0.212,0.475,0.797,0.06,0.382,0.645,0.967,0.23,0.552,0.815,0.137,0.4
127,127,0.872,0.135,0.457,0.72,0.042,0.305,0.627,0.89,0.212,0.475,0.797,0.06,0.382,0.645,0.967,0.23,0.552,0.815,0.137,0.4
128,128,0.135,0.457,0.72,0.042,0.305,0.627,0.89,0.212,0.475,0.797,0.06,0.382,0.645,0.967,0.23,0.552,0.815,0.137,0.4,0.722
129,129,0.135,0.457,0.72,0.042,0.305,0.627,0.89,0.212,0.475,0.797,0.06,0.382,0.645,0.967,0.23,0.552,0.815,0.137,0.4,0.722
130,130,0.457,0.72,0.042,0.305,0.627,0.89,0.212,0.475,0.797,0.06,0.382,0.645,0.967,0.23,0.552,0.815,0.137,0.4,0.722,0.985
131,131,0.457,0.72,0.042,0.305,0.627,0.89,0.212,0.475,0.797,0.06,0.382,0.645,0.967,0.23,0.552,0.815,0.137,0.4,0.722,0.985
132,132,0.72,0.042,0.305,0.627,0.89,0.212,0.475,0.797,0.06,0.382,0.645,0.967,0.23,0.552,0.815,0.137,0.4,0.722,0.985,0.307
133,133,0.72,0.042,0.305,0.627,0.89,0.212,0.475,0.797,0.06,0.382,0.645,0.967,0.23,0.552,0.815,0.137,0.4,0.722,0.985,0.307
134,134,0.042,0.305,0.627,0.89,0.212,0.475,0.797,0.06,0.382,0.645,0.967,0.23,0.552,0.815,0.137,0.4,0.722,0.985,0.307,0.57
135,135,0.042,0.305,0.627,0.89,0.212,0.475,0.797,0.06,0.382,0.645,0.967,0.23,0.552,0.815,0.137,0.4,0.722,0.985,0.307,0.57
136,136,0.305,0.627,0.89,0.212,0.475,0.797,0.06,0.382,0.645,0.967,0.23,0.552,0.815,0.137,0.4,0.722,0.985,0.307,0.57,0.892
137,137,0.305,0.627,0.89,0.212,0.475,0.797,0.06,0.382,0.645,0.967,0.23,0.552,0.815,0.137,0.4,0.722,0.985,0.307,0.57,0.892
138,138,0.627,0.89,0.212,0.475,0.797,0.06,0.382,0.645,0.967,0.23,0.552,0.815,0.137,0.4,0.722,0.985,0.307,0.57,0.892,0.155
139,139,0.627,0.89,0.212,0.475,0.797,0.06,0.382,0.645,0.967,0.23,0.552,0.815,0.137,0.4,0.722,0.985,0.307,0.57,0.892,0.155
140,140,0.89,0.212,0.475,0.797,0.06,0.382,0.645,0.967,0.23,0.552,0.815,0.137,0.4,0.722,0.985,0.307,0.57,0.892,0.155,0.477
141,141,0.89,0.212,0.475,0.797,0.06,0.382,0.645,0.967,0.23,0.552,0.815,0.137,0.4,0.722,0.985,0.307,0.57,0.892,0.155,0.477
142,142,0.212,0.475,0.797,0.06,0.382,0.645,0.967,0.23,0.552,0.815,0.137,0.4,0.722,0.985,0.307,0.57,0.892,0.155,0.477,0.74
143,143,0.212,0.475,0.797,0.06,0.382,0.645,0.967,0.23,0.552,0.815,0.137,0.4,0.722,0.985,0.307,0.57,0.892,0.155,0.477,0.74
144,144,0.475,0.797,0.06,0.382,0.645,0.967,0.23,0.552,0.815,0.137,0.4,0.722,0.985,0.307,0.57,0.892,0.155,0.477,0.74,0.062
145,145,0.475,0.797,0.06,0.382,0.645,0.967,0.23,0.552,0.815,0.137,0.4,0.722,0.985,0.307,0.57,0.892,0.155,0.477,0.74,0.062
146,146,0.797,0.06,0.382,0.645,0.967,0.23,0.552,0.815,0.137,0.4,0.722,0.985,0.307,0.57,0.892,0.155,0.477,0.74,0.062,0.325
147,147,0.797,0.06,0.382,0.645,0.967,0.23,0.552,0.815,0.137,0.4,0.722,0.985,0.307,0.57,0.892,0.155,0.477,0.74,0.062,0.325
148,148,0.06,0.382,0.645,0.967,0.23,0.552,0.815,0.137,0.4,0.722,0.985,0.307,0.57,0.892,0.155,0.477,0.74,0.062,0.325,0.647
149,149,0.06,0.382,0.645,0.967,0.23,0.552,0.815,0.137,0.4,0.722,0.985,0.307,0.57,0.892,0.155,0.477,0.74,0.062,0.325,0.647
150,150,0.382,0.645,0.967,0.23,0.552,0.815,0.137,0.4,0.722,0.985,0.307,0.57,0.892,0.155,0.477,0.74,0.062,0.325,0.647,0.91
151,151,0.382,0.645,0.967,0.23,0.552,0.815,0.137,0.4,0.722,0.985,0.307,0.57,0.892,0.155,0.477,0.74,0.062,0.325,0.647,0.91
152,152,0.645,0.967,0.23,0.552,0.815,0.137,0.4,0.722,0.985,0.307,0.57,0.892,0.155,0.477,0.74,0.062,0.325,0.647,0.91,0.232
153,153,0.645,0.967,0.23,0.552,0.815,0.137,0.4,0.722,0.985,0.307,0.57,0.892,0.155,0.477,0.74,0.062,0.325,0.647,0.91,0.232
154,154,0.967,0.23,0.552,0.815,0.137,0.4,0.722,0.985,0.307,0.57,0.892,0.155,0.477,0.74,0.062,0.325,0.647,0.91,0.232,0.495
155,155,0.967,0.23,0.552,0.815,0.137,0.4,0.722,0.985,0.307,0.57,0.892,0.155,0.477,0.74,0.062,0.325,0.647,0.91,0.232,0.495
156,156,0.23,0.552,0.815,0.137,0.4,0.722,0.985,0.307,0.57,0.892,0.155,0.477,0.74,0.062,0.325,0.647,0.91,0.232,0.495,0.817
157,157,0.23,0.552,0.815,0.137,0.4,0.722,0.985,0.307,0.57,0.892,0.155,0.477,0.74,0.062,0.325,0.647,0.91,0.232,0.495,0.817
158,158,0.552,0.815,0.137,0.4,0.722,0.985,0.307,0.57,0.892,0.155,0.477,0.74,0.062,0.325,0.647,0.91,0.232,0.495,0.817,0.08
159,159,0.552,0.815,0.137,0.4,0.722,0.985,0.307,0.57,0.892,0.155,0.477,0.74,0.062,0.325,0.647,0.91,0.232,0.495,0.817,0.08
160,160,0.815,0.137,0.4,0.722,0.985,0.307,0.57,0.892,0.155,0.477,0.74,0.062,0.325,0.647,0.91,0.232,0.495,0.817,0.08,0.402
161,161,0.815,0.137,0.4,0.722,0.985,0.307,0.57,0.892,0.155,0.477,0.74,0.062,0.325,0.647,0.91,0.232,0.495,0.817,0.08,0.402
