##,###,4,6,1,3,5,7,2,4,6,1,3,5,7,2,4,6,1,3,5,7
105,105,0.209999999999999,0.531999999999999,0.794999999999999,0.116999999999999,0.379999999999999,0.701999999999999,0.964999999999999,1.21,1.532,1.795,1.117,1.38,1.702,1.965,2.21,2.532,2.795,2.117,2.38,2.702
106,106,0.531999999999999,0.794999999999999,0.116999999999999,0.379999999999999,0.701999999999999,0.964999999999999,0.286999999999999,1.532,1.795,1.117,1.38,1.702,1.965,1.287,2.532,2.795,2.117,2.38,2.702,2.965
107,107,0.531999999999999,0.794999999999999,0.116999999999999,0.379999999999999,0.701999999999999,0.964999999999999,0.286999999999999,1.532,1.795,1.117,1.38,1.702,1.965,1.287,2.532,2.795,2.117,2.38,2.702,2.965
108,108,0.794999999999999,0.116999999999999,0.379999999999999,0.701999999999999,0.964999999999999,0.286999999999999,0.549999999999999,1.795,1.117,1.38,1.702,1.965,1.287,1.55,2.795,2.117,2.38,2.702,2.965,2.287
109,109,0.794999999999999,0.116999999999999,0.379999999999999,0.701999999999999,0.964999999999999,0.286999999999999,0.549999999999999,1.795,1.117,1.38,1.702,1.965,1.287,1.55,2.795,2.117,2.38,2.702,2.965,2.287
110,110,0.116999999999999,0.379999999999999,0.701999999999999,0.964999999999999,0.286999999999999,0.549999999999999,0.871999999999999,1.117,1.38,1.702,1.965,1.287,1.55,1.872,2.117,2.38,2.702,2.965,2.287,2.55
111,111,0.116999999999999,0.379999999999999,0.701999999999999,0.964999999999999,0.286999999999999,0.549999999999999,0.871999999999999,1.117,1.38,1.702,1.965,1.287,1.55,1.872,2.117,2.38,2.702,2.965,2.287,2.55
112,112,0.379999999999999,0.701999999999999,0.964999999999999,0.286999999999999,0.549999999999999,0.871999999999999,0.134999999999999,1.38,1.702,1.965,1.287,1.55,1.872,1.135,2.38,2.702,2.965,2.287,2.55,2.872
113,113,0.379999999999999,0.701999999999999,0.964999999999999,0.286999999999999,0.549999999999999,0.871999999999999,0.134999999999999,1.38,1.702,1.965,1.287,1.55,1.872,1.135,2.38,2.702,2.965,2.287,2.55,2.872
114,114,0.701999999999999,0.964999999999999,0.286999999999999,0.549999999999999,0.871999999999999,0.134999999999999,0.456999999999999,1.702,1.965,1.287,1.55,1.872,1.135,1.457,2.702,2.965,2.287,2.55,2.872,2.135
115,115,0.701999999999999,0.964999999999999,0.286999999999999,0.549999999999999,0.871999999999999,0.134999999999999,0.456999999999999,1.702,1.965,1.287,1.55,1.872,1.135,1.457,2.702,2.965,2.287,2.55,2.872,2.135
116,116,0.964999999999999,0.286999999999999,0.549999999999999,0.871999999999999,0.134999999999999,0.456999999999999,0.719999999999999,1.965,1.287,1.55,1.872,1.135,1.457,1.72,2.965,2.287,2.55,2.872,2.135,2.457
